"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US11001009201","Census Tract 92.01; District of Columbia; District of Columbia","1242","96","11.1","4.9","4.5","3.3","1.8","1.4","9.3","7.0","10.8","5.3","6.8","3.9","5.7","2.6","13.4","5.2","10.3","4.2","26.4","5.9","100250","24577","144289","17706","30.3","(X)","(X)","(X)","(X)","(X)","481","91","0.0","8.9","0.0","8.9","0.8","1.6","0.0","8.9","7.7","6.5","6.9","7.3","1.9","2.8","12.1","7.6","13.9","8.5","56.8","12.1","211495","25345","247118","41071","(X)","(X)","33.9","(X)","(X)","(X)","403","92","0.0","10.6","0.0","10.6","0.0","10.6","0.0","10.6","6.2","7.3","2.0","2.4","2.2","3.3","12.4","8.3","11.2","8.2","66.0","10.9","230052","30217","N","N","(X)","(X)","(X)","(X)","(X)","(X)","761","100","18.1","8.2","7.4","5.3","2.4","1.9","15.1","11.0","12.7","7.7","6.7","4.1","8.1","3.8","14.2","6.6","8.3","4.0","7.0","3.8","42043","11496","78549","14681","(X)","(X)","(X)","(X)","27.3","(X)",
"1400000US11001009203","Census Tract 92.03; District of Columbia; District of Columbia","1537","288","8.3","7.7","1.0","1.6","8.1","4.4","4.8","5.4","2.2","2.7","23.3","14.2","5.9","4.8","9.6","4.6","15.4","10.6","21.5","7.9","97610","57161","130959","22683","25.0","(X)","(X)","(X)","(X)","(X)","770","204","2.3","3.8","0.0","5.7","12.1","8.6","0.0","5.7","0.0","5.7","14.7","15.3","7.0","9.0","17.8","17.3","20.0","11.7","26.1","13.7","117396","75070","163055","37791","(X)","(X)","35.2","(X)","(X)","(X)","446","113","0.0","9.6","0.0","9.6","15.2","13.3","0.0","9.6","0.0","9.6","3.1","4.2","12.1","14.7","3.4","4.4","24.9","15.6","41.3","18.4","187563","61891","N","N","(X)","(X)","(X)","(X)","(X)","(X)","767","216","14.2","15.5","2.0","3.1","4.2","6.4","9.6","10.8","4.4","5.2","31.9","22.3","4.7","5.1","13.8","7.8","3.9","4.9","11.2","7.7","67977","23679","87849","25568","(X)","(X)","(X)","(X)","14.9","(X)",
"1400000US11001009204","Census Tract 92.04; District of Columbia; District of Columbia","1565","177","18.0","8.3","11.9","6.4","10.4","5.9","5.4","5.2","13.9","8.3","8.1","6.6","23.3","7.7","4.8","3.9","2.0","2.4","2.1","3.0","38337","8744","54613","12103","31.9","(X)","(X)","(X)","(X)","(X)","853","218","23.8","13.8","6.9","7.6","6.9","7.9","7.7","8.9","14.9","14.2","5.6","8.6","26.1","13.9","4.1","5.1","0.0","5.1","3.9","5.9","38719","20016","57472","20028","(X)","(X)","29.1","(X)","(X)","(X)","421","193","20.9","23.3","0.0","10.1","5.5","8.4","15.7","16.5","27.8","26.1","0.0","10.1","23.5","20.1","5.7","10.0","0.0","10.1","1.0","1.3","38534","11579","N","N","(X)","(X)","(X)","(X)","(X)","(X)","712","121","18.0","10.1","17.8","11.2","7.7","5.4","2.7","3.1","12.8","8.2","11.1","10.0","19.8","11.1","5.6","5.9","4.5","5.3","0.0","6.1","37177","18526","50106","11078","(X)","(X)","(X)","(X)","35.3","(X)",
"1400000US11001009301","Census Tract 93.01; District of Columbia; District of Columbia","1524","319","2.3","2.1","0.0","2.9","3.1","2.7","4.6","4.5","3.6","2.7","2.6","2.6","15.0","11.8","16.3","13.4","10.9","5.8","41.6","13.2","166037","60790","191834","31942","26.6","(X)","(X)","(X)","(X)","(X)","775","198","0.0","5.6","0.0","5.6","2.8","3.4","0.0","5.6","2.8","2.9","2.7","3.3","7.9","7.4","2.5","3.5","16.9","10.7","64.4","13.5","250,000+","***","248912","33412","(X)","(X)","41.8","(X)","(X)","(X)","594","218","0.0","7.3","0.0","7.3","0.0","7.3","0.0","7.3","2.2","2.9","0.0","7.3","4.2","4.3","0.2","0.4","18.4","13.2","75.1","13.4","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","749","284","4.7","4.8","0.0","5.8","3.5","4.4","9.3","9.2","4.4","4.7","2.5","4.2","22.3","22.0","30.6","23.7","4.7","4.8","18.0","12.3","105843","46042","132131","29938","(X)","(X)","(X)","(X)","9.2","(X)",
"1400000US11001009302","Census Tract 93.02; District of Columbia; District of Columbia","962","160","3.5","3.7","5.2","7.7","15.0","8.7","2.3","2.0","1.9","2.1","4.5","4.2","15.9","10.9","20.0","9.5","11.9","6.9","20.0","6.0","105833","31629","139616","32205","39.5","(X)","(X)","(X)","(X)","(X)","379","107","0.0","11.2","0.0","11.2","4.5","7.1","2.1","3.2","2.9","4.6","2.6","4.3","26.1","24.1","7.1","6.8","9.8","6.9","44.9","16.3","179688","104889","222051","76476","(X)","(X)","53.0","(X)","(X)","(X)","218","55","0.0","18.5","0.0","18.5","0.0","18.5","3.7","5.4","0.0","18.5","0.0","18.5","11.0","15.8","6.9","8.9","12.8","9.2","65.6","17.9","231071","26873","N","N","(X)","(X)","(X)","(X)","(X)","(X)","583","128","5.8","6.1","8.6","12.7","21.8","13.6","2.4","2.5","1.2","1.9","5.7","5.9","9.3","7.1","28.3","13.7","13.2","10.6","3.8","3.0","79148","51661","83300","20351","(X)","(X)","(X)","(X)","29.0","(X)",
"1400000US11001009400","Census Tract 94; District of Columbia; District of Columbia","1807","235","5.8","4.2","3.7","4.0","1.4","1.3","3.5","3.4","7.5","5.7","9.4","5.4","13.1","7.2","14.2","5.7","10.5","4.2","31.0","8.8","119462","34451","144589","20978","42.7","(X)","(X)","(X)","(X)","(X)","1266","245","4.8","5.6","4.6","5.6","0.0","3.5","0.0","3.5","5.9","6.0","3.7","2.9","18.8","10.3","13.1","6.4","11.4","5.7","37.7","10.6","148500","56847","165340","26281","(X)","(X)","46.8","(X)","(X)","(X)","829","200","1.3","2.1","6.0","8.1","0.0","5.3","0.0","5.3","0.0","5.3","4.7","4.2","12.4","8.5","9.8","6.1","16.4","8.4","49.3","13.2","198281","36835","N","N","(X)","(X)","(X)","(X)","(X)","(X)","541","134","8.1","7.3","1.5","2.3","4.6","4.2","11.6","10.8","13.3","13.0","22.7","14.5","5.4","4.3","25.5","14.1","4.6","4.5","2.6","3.1","61964","17121","77117","15378","(X)","(X)","(X)","(X)","31.2","(X)",
"1400000US11001009503","Census Tract 95.03; District of Columbia; District of Columbia","1100","188","3.8","4.0","0.0","4.0","1.1","1.8","5.5","5.8","4.0","3.1","15.6","11.6","15.9","7.9","18.5","8.2","10.5","5.1","25.2","8.5","115820","22466","150377","23876","22.3","(X)","(X)","(X)","(X)","(X)","813","176","1.4","3.2","0.0","5.4","0.0","5.4","7.4","7.7","0.9","1.6","15.1","13.8","12.9","10.2","21.3","10.6","12.5","8.0","28.5","10.2","134076","36162","167329","31530","(X)","(X)","24.8","(X)","(X)","(X)","492","156","0.0","8.7","0.0","8.7","0.0","8.7","5.1","6.1","1.4","2.7","20.5","21.3","8.3","9.3","10.8","9.2","12.0","9.0","41.9","15.9","156154","81695","N","N","(X)","(X)","(X)","(X)","(X)","(X)","287","85","10.8","11.4","0.0","14.5","4.2","6.8","0.0","14.5","12.9","11.3","17.1","14.1","24.4","16.1","10.5","9.4","16.4","14.5","3.8","5.7","76648","20117","92736","25586","(X)","(X)","(X)","(X)","15.0","(X)",
"1400000US11001009504","Census Tract 95.04; District of Columbia; District of Columbia","1197","147","7.6","6.9","1.7","2.9","2.9","3.5","4.5","4.1","7.0","5.4","8.4","4.4","11.7","6.5","12.8","5.1","21.2","9.4","22.2","9.5","131168","36237","132523","15465","33.4","(X)","(X)","(X)","(X)","(X)","806","179","7.3","9.2","1.0","1.6","0.7","1.2","0.9","1.4","0.0","5.4","9.9","6.5","10.3","7.2","16.4","9.4","21.5","12.2","32.0","13.5","170197","43424","157513","21704","(X)","(X)","30.1","(X)","(X)","(X)","478","132","2.3","4.8","0.0","9.0","0.0","9.0","0.0","9.0","0.0","9.0","12.6","10.1","16.3","10.5","19.2","15.0","21.3","15.6","28.2","15.0","146875","45953","N","N","(X)","(X)","(X)","(X)","(X)","(X)","391","113","8.2","10.2","3.1","8.3","9.0","10.9","12.0","11.5","21.5","13.8","5.1","5.2","14.6","12.3","14.3","10.2","10.2","9.3","2.0","3.3","44770","36113","72742","17053","(X)","(X)","(X)","(X)","40.2","(X)",
"1400000US11001009505","Census Tract 95.05; District of Columbia; District of Columbia","1820","349","3.3","3.4","2.6","3.5","1.8","2.1","5.9","5.3","15.5","15.9","8.9","4.3","14.6","6.9","12.3","6.0","7.9","4.5","27.3","9.8","95735","48988","133522","25588","27.3","(X)","(X)","(X)","(X)","(X)","880","174","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","4.5","5.4","5.3","4.2","16.6","11.7","13.3","7.2","13.3","8.2","46.9","14.0","177321","70579","185150","25244","(X)","(X)","40.6","(X)","(X)","(X)","523","143","0.0","8.2","0.0","8.2","0.0","8.2","0.0","8.2","0.0","8.2","1.7","4.0","7.5","8.7","11.7","8.4","17.4","12.7","61.8","17.4","231384","37931","N","N","(X)","(X)","(X)","(X)","(X)","(X)","940","362","6.4","6.6","5.1","7.1","3.4","4.3","11.4","10.4","25.7","27.8","12.8","8.1","12.7","8.5","13.5","11.2","2.8","3.8","6.3","5.8","47293","32568","81724","27762","(X)","(X)","(X)","(X)","14.9","(X)",
"1400000US11001009507","Census Tract 95.07; District of Columbia; District of Columbia","598","136","3.3","3.9","4.0","4.9","4.3","4.9","14.0","18.0","5.0","4.8","12.9","8.8","10.7","4.7","20.1","10.8","9.5","6.2","16.1","8.5","84459","41802","130467","41542","24.6","(X)","(X)","(X)","(X)","(X)","371","141","0.0","11.4","1.3","2.6","2.7","4.5","22.6","26.3","0.8","1.8","8.6","8.3","12.7","6.0","21.8","14.6","8.4","8.0","21.0","12.4","110313","52932","157236","68824","(X)","(X)","29.4","(X)","(X)","(X)","195","136","0.0","20.4","0.0","20.4","5.1","8.7","41.5","41.3","0.0","20.4","10.3","12.5","0.5","2.5","19.0","21.8","4.1","7.0","19.5","19.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","227","40","8.8","10.5","8.4","12.0","7.0","10.3","0.0","17.9","11.9","11.9","19.8","15.1","7.5","8.2","17.2","15.7","11.5","9.4","7.9","11.0","71612","21698","86717","21371","(X)","(X)","(X)","(X)","16.7","(X)",
"1400000US11001009508","Census Tract 95.08; District of Columbia; District of Columbia","1827","240","9.4","7.8","0.7","1.1","6.9","6.2","5.1","4.1","10.8","6.0","10.2","5.5","18.7","12.3","11.8","6.0","10.5","7.0","16.0","8.4","78398","24190","127459","31387","35.8","(X)","(X)","(X)","(X)","(X)","716","245","0.0","6.1","0.0","6.1","4.5","5.0","5.4","6.8","0.4","1.7","4.6","4.6","22.5","22.5","15.1","11.6","24.3","17.4","23.2","15.3","148846","37371","161341","45727","(X)","(X)","29.6","(X)","(X)","(X)","361","108","0.0","11.7","0.0","11.7","0.0","11.7","1.4","3.4","0.0","11.7","8.6","9.0","2.2","3.5","23.5","18.7","30.5","25.4","33.8","20.3","159384","33232","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1111","184","15.4","11.6","1.1","1.9","11.2","10.1","5.0","4.3","14.9","10.1","13.8","7.8","16.2","12.1","9.5","6.1","3.1","3.0","9.9","11.1","51109","16305","103900","49261","(X)","(X)","(X)","(X)","39.8","(X)",
"1400000US11001009509","Census Tract 95.09; District of Columbia; District of Columbia","1359","191","4.0","3.8","2.6","2.6","2.1","3.2","0.0","3.3","4.8","2.8","6.3","4.4","23.1","11.5","24.4","9.7","17.0","7.3","15.7","7.4","109107","20010","126287","13298","37.5","(X)","(X)","(X)","(X)","(X)","683","140","0.0","6.4","0.0","6.4","0.0","6.4","0.0","6.4","1.6","2.5","11.1","6.4","18.4","11.1","18.0","8.2","24.9","10.9","25.9","11.5","152853","21667","161119","23756","(X)","(X)","45.8","(X)","(X)","(X)","407","113","0.0","10.5","0.0","10.5","0.0","10.5","0.0","10.5","2.7","4.3","11.3","11.2","22.6","15.9","19.2","12.2","22.9","13.2","21.4","12.2","143494","33621","N","N","(X)","(X)","(X)","(X)","(X)","(X)","676","228","8.0","7.8","5.3","5.1","4.1","6.4","0.0","6.4","8.0","6.1","3.6","4.9","27.8","18.6","28.8","16.0","9.0","8.3","5.3","5.6","89375","22991","89457","13381","(X)","(X)","(X)","(X)","29.0","(X)",
"1400000US11001009510","Census Tract 95.10; District of Columbia; District of Columbia","1913","265","12.9","7.4","5.2","3.8","5.6","4.9","10.8","5.3","12.7","8.6","17.8","8.2","10.7","5.4","16.3","11.2","1.1","1.3","7.0","4.3","59393","18410","74287","13364","56.0","(X)","(X)","(X)","(X)","(X)","1045","301","6.6","6.8","2.0","3.3","0.0","4.2","12.3","10.3","17.0","14.2","14.4","12.0","14.1","9.6","21.8","17.1","2.0","2.4","9.7","8.6","64236","37252","87177","18955","(X)","(X)","50.0","(X)","(X)","(X)","421","140","0.0","10.1","0.0","10.1","0.0","10.1","19.5","19.8","24.9","25.1","2.9","5.0","14.7","12.9","11.2","13.2","2.9","4.1","24.0","19.1","85750","77347","N","N","(X)","(X)","(X)","(X)","(X)","(X)","868","134","20.4","14.3","11.4","8.3","12.4","10.2","9.0","7.3","7.4","9.5","21.8","9.8","10.5","6.7","5.9","5.9","0.0","5.0","1.3","2.0","31429","14512","43354","9853","(X)","(X)","(X)","(X)","57.9","(X)",
"1400000US11001009511","Census Tract 95.11; District of Columbia; District of Columbia","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"1400000US11001009601","Census Tract 96.01; District of Columbia; District of Columbia","823","142","18.0","12.7","10.4","7.9","8.7","6.8","5.2","4.5","14.3","12.3","18.1","12.5","6.8","5.2","9.6","9.4","7.3","5.3","1.5","1.7","39276","26139","63525","25600","32.9","(X)","(X)","(X)","(X)","(X)","551","149","14.2","19.8","14.2","13.1","6.4","6.8","0.0","7.8","18.3","17.4","19.4","16.2","10.2","7.5","9.6","13.5","7.1","5.7","0.7","2.0","-","**","67586","39434","(X)","(X)","25.2","(X)","(X)","(X)","59","48","0.0","45.4","0.0","45.4","0.0","45.4","0.0","45.4","0.0","45.4","32.2","38.8","10.2","20.0","5.1","13.0","45.8","39.6","6.8","17.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","272","100","25.7","18.8","2.9","5.5","13.6","16.5","15.8","13.5","11.4","13.8","10.3","15.9","0.0","15.2","9.6","9.8","7.7","10.5","2.9","4.0","32800","15010","54103","19429","(X)","(X)","(X)","(X)","48.5","(X)",
"1400000US11001009602","Census Tract 96.02; District of Columbia; District of Columbia","2228","222","11.8","5.9","14.9","5.9","10.1","5.4","16.0","8.4","11.7","7.1","7.4","5.2","10.7","7.4","8.2","5.6","1.1","1.2","8.2","4.3","34029","5791","64768","11705","40.5","(X)","(X)","(X)","(X)","(X)","1214","290","8.3","8.3","13.1","9.5","7.4","6.1","18.9","12.6","15.7","12.0","11.8","8.9","8.8","6.9","4.7","4.6","2.6","3.2","8.6","6.6","40438","15829","66792","19024","(X)","(X)","50.0","(X)","(X)","(X)","332","106","0.0","12.7","14.8","21.2","5.1","8.8","0.0","12.7","31.3","28.7","5.1","9.2","9.3","11.3","11.4","14.8","3.0","4.5","19.9","19.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1014","237","19.0","11.1","13.9","10.2","15.9","10.7","12.5","10.1","6.8","5.7","3.7","3.6","12.9","11.6","8.1","9.0","1.5","2.3","5.6","5.6","28382","19303","57409","19713","(X)","(X)","(X)","(X)","29.1","(X)",
"1400000US11001009603","Census Tract 96.03; District of Columbia; District of Columbia","1992","198","8.9","5.1","13.5","6.6","13.3","6.8","5.6","4.8","6.4","4.6","22.9","9.2","10.7","7.3","6.5","4.5","3.4","4.3","8.8","5.4","52300","15763","72700","15210","41.4","(X)","(X)","(X)","(X)","(X)","972","215","12.8","9.0","0.7","1.2","5.9","7.0","1.2","1.9","7.4","5.7","24.4","15.1","15.9","12.1","13.3","9.3","6.9","8.8","11.5","8.0","63446","33356","99370","24908","(X)","(X)","60.2","(X)","(X)","(X)","339","183","0.0","12.4","2.1","3.6","0.0","12.4","0.0","12.4","0.0","12.4","46.3","30.1","0.0","12.4","28.9","23.8","4.1","5.9","18.6","20.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1020","191","5.2","4.8","25.7","12.5","20.4","11.5","9.8","9.4","5.4","7.0","21.6","12.3","5.8","7.2","0.0","4.3","0.0","4.3","6.2","7.1","24409","16636","47286","18596","(X)","(X)","(X)","(X)","23.4","(X)",
